STATION,NAME,DATE,AWND,SNOW
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/15/2017,,0.6
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/16/2017,,4.2
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/17/2017,,0.0
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/18/2017,,
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/19/2017,,
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/20/2017,,
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/21/2017,,
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/22/2017,,0.4
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/23/2017,,
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/24/2017,,
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/25/2017,,3.8
US1MIKN0083,"ROCKFORD 5.0 ESE, MI US",12/26/2017,,0.6
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/31/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/12/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/9/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/12/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/13/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/15/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/31/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/13/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/15/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/9/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/12/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/13/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/15/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",5/31/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/12/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/13/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",6/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/15/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",7/31/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/9/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/12/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/13/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/15/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",8/31/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/12/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/13/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",9/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/9/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/12/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/13/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/15/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",10/31/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/5/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/6/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/9/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/11/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/12/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/13/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/15/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/17/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/18/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/19/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/20/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/22/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/23/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/25/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",11/30/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/1/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/2/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/3/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/4/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/7/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/8/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/10/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/14/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/16/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/21/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/24/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/26/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/27/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/28/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/29/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",12/31/2016,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/1/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/2/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/3/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/4/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/12/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/14/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/15/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/16/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/18/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/20/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/21/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/22/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/23/2017,,0.0
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/24/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/25/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/26/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",1/27/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/3/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/4/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/5/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/6/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/7/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/8/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/11/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/12/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/13/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/14/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/15/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/17/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/18/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/19/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/20/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/21/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/22/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/27/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",2/28/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/4/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/5/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/6/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/7/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/8/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/9/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/10/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/11/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/12/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/15/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/16/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/18/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/20/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/21/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/22/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/23/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/24/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/25/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/29/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/30/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",3/31/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/1/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/2/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/3/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/4/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/5/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/6/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/7/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/8/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/9/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/10/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/12/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/13/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/16/2017,,
USC00203327,"GRAND RAPIDS SUTRON, MI US",4/17/2017,,
